Ancestro Racial Definitivo;Año;Ciclo Vital Definitivo;Cod Mipio;Clasificación de la Desaparición;Departamento Hecho Dane;Día Definitivo;Entidad Usuario que Radica DEFINITIVO;Escolaridad ajustada;Estado Desaparición Definitivo;Estado civil;Factor de vulnerabilidad;Grupo EDAD;Localidad;Mayor Menor De Edad;Mes Definitivo;Municipio Hecho Dane;Número de registros;Sexo;Tipo aparición DEFINITIVA;Zona ocurrencia DEFINITIVO
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Domingo;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Ninguno;(15 a 17);Los Martires;a) Menores de Edad (<18 años);Mayo;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Domingo;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Personas con orientación sexual diversa (LGTBI);(15 a 17);NA;a) Menores de Edad (<18 años);Mayo;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Domingo;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Ninguno;(15 a 17);Puente Aranda;a) Menores de Edad (<18 años);Noviembre;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Domingo;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Ninguno;(10 a 14);NA;a) Menores de Edad (<18 años);Octubre;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Domingo;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Ninguno;(10 a 14);NA;a) Menores de Edad (<18 años);Octubre;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Domingo;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Ninguno;(15 a 17);Engativa;a) Menores de Edad (<18 años);Octubre;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Domingo;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación inicial y educación preescolar;Continua Desaparecido;Soltero (a);Ninguno;(10 a 14);Ciudad Bolivar;a) Menores de Edad (<18 años);Septiembre;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;54,001;Sin información;Norte de Santander;Domingo;Policía Nacional;Sin información;Continua Desaparecido;Soltero (a);Ninguno;(15 a 17);NOR ORIENTAL 5;a) Menores de Edad (<18 años);Abril;Cúcuta;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;66,001;Sin información;Risaralda;Domingo;Fiscalía - Cuerpo Técnico Investigación;Sin información;Continua Desaparecido;Soltero (a);Ninguno;(10 a 14);Centro;a) Menores de Edad (<18 años);Febrero;Pereira;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Domingo;Instituto Nacional de Medicina Legal y Ciencias Forenses;Sin información;Continua Desaparecido;Soltero (a);Ninguno;(15 a 17);NA;a) Menores de Edad (<18 años);Febrero;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Domingo;Instituto Nacional de Medicina Legal y Ciencias Forenses;Sin información;Continua Desaparecido;Soltero (a);Ninguno;(15 a 17);Tunjuelito;a) Menores de Edad (<18 años);Febrero;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;54,001;Sin información;Norte de Santander;Domingo;Policía Nacional;Sin información;Continua Desaparecido;Soltero (a);Ninguno;(15 a 17);OCCIDENTAL 8;a) Menores de Edad (<18 años);Junio;Cúcuta;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;66,001;Sin información;Risaralda;Domingo;Fiscalía - Cuerpo Técnico Investigación;Sin información;Continua Desaparecido;Soltero (a);Ninguno;(10 a 14);NA;a) Menores de Edad (<18 años);Marzo;Pereira;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Domingo;Instituto Nacional de Medicina Legal y Ciencias Forenses;Sin información;Continua Desaparecido;Soltero (a);Consumidores de sustancias psicoactivas (drogas, alcohol, etc.);(15 a 17);Ciudad Bolivar;a) Menores de Edad (<18 años);Marzo;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;54,001;Sin información;Norte de Santander;Domingo;Policía Nacional;Sin información;Continua Desaparecido;Soltero (a);Ninguno;(10 a 14);NA;a) Menores de Edad (<18 años);Marzo;Cúcuta;1;Mujer;Sin Información;Cabecera Municipal
Negro;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Domingo;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(10 a 14);Ciudad Bolivar;a) Menores de Edad (<18 años);Agosto;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Negro;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;76,001;Sin información;Valle del Cauca;Domingo;Fiscalía General de la Nación;Educación inicial y educación preescolar;Continua Desaparecido;Soltero (a);Otro;(10 a 14);NA;a) Menores de Edad (<18 años);Mayo;Santiago de Cali;1;Mujer;Sin Información;Cabecera Municipal
Negro;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Domingo;Instituto Nacional de Medicina Legal y Ciencias Forenses;Sin información;Continua Desaparecido;Soltero (a);Ninguno;(15 a 17);Kennedy;a) Menores de Edad (<18 años);Marzo;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;25,099;Desaparición presuntamente forzada;Cundinamarca;Domingo;Fiscalía - Cuerpo Técnico Investigación;Sin información;Continua Desaparecido;Soltero (a);Campesinos (as) y/o trabajadores (as) del campo;(15 a 17);NA;a) Menores de Edad (<18 años);Junio;Bojacá;1;Mujer;Sin Información;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;54,498;Sin información;Norte de Santander;Domingo;Fiscalía - Cuerpo Técnico Investigación;Educación básica primaria;Continua Desaparecido;Soltero (a);Sin información;(10 a 14);NA;a) Menores de Edad (<18 años);Julio;Ocaña;1;Mujer;Sin Información;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;76,001;Sin información;Valle del Cauca;Domingo;Fiscalía General de la Nación;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(15 a 17);NA;a) Menores de Edad (<18 años);Julio;Santiago de Cali;1;Mujer;Sin Información;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;76,13;Sin información;Valle del Cauca;Domingo;Personería;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(10 a 14);NA;a) Menores de Edad (<18 años);Mayo;Candelaria;1;Mujer;Sin Información;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;66,682;Sin información;Risaralda;Domingo;Fiscalía - Cuerpo Técnico Investigación;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(10 a 14);NA;a) Menores de Edad (<18 años);Octubre;Santa Rosa de Cabal;1;Mujer;Sin Información;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;73,001;Sin información;Tolima;Domingo;Fiscalía - Cuerpo Técnico Investigación;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(15 a 17);NA;a) Menores de Edad (<18 años);Septiembre;Ibagué;1;Mujer;Sin Información;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;76,001;Sin información;Valle del Cauca;Domingo;Personería;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(15 a 17);NA;a) Menores de Edad (<18 años);Septiembre;Santiago de Cali;1;Mujer;Sin Información;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Domingo;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación inicial y educación preescolar;Continua Desaparecido;Soltero (a);Ninguno;(10 a 14);Usme;a) Menores de Edad (<18 años);Octubre;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;76,834;Sin información;Valle del Cauca;Domingo;Fiscalía - Cuerpo Técnico Investigación;Sin información;Continua Desaparecido;Soltero (a);Ninguno;(10 a 14);NA;a) Menores de Edad (<18 años);Junio;Tuluá;1;Mujer;Sin Información;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;41,001;Sin información;Huila;Domingo;Fiscalía - Cuerpo Técnico Investigación;Sin información;Continua Desaparecido;Soltero (a);Ninguno;(10 a 14);NA;a) Menores de Edad (<18 años);Marzo;Neiva;1;Mujer;Sin Información;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;76,001;Sin información;Valle del Cauca;Domingo;Fiscalía - Cuerpo Técnico Investigación;Sin información;Continua Desaparecido;Soltero (a);Sin información;(10 a 14);Comuna 18;a) Menores de Edad (<18 años);Marzo;Santiago de Cali;1;Mujer;Sin Información;Cabecera Municipal
Amarilla;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Sin información;Continua Desaparecido;Soltero (a);Ninguno;(15 a 17);Ciudad Bolivar;a) Menores de Edad (<18 años);Octubre;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Blanco;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(10 a 14);Suba;a) Menores de Edad (<18 años);Noviembre;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Blanco;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;73,001;Sin información;Tolima;Jueves;Fiscalía - Cuerpo Técnico Investigación;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Sin información;(15 a 17);NA;a) Menores de Edad (<18 años);Julio;Ibagué;1;Mujer;Sin Información;Cabecera Municipal
Blanco;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Ninguno;(15 a 17);Ciudad Bolivar;a) Menores de Edad (<18 años);Noviembre;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Blanco;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;66,001;Sin información;Risaralda;Jueves;Fiscalía - Cuerpo Técnico Investigación;Sin información;Continua Desaparecido;Soltero (a);Ninguno;(10 a 14);NA;a) Menores de Edad (<18 años);Marzo;Pereira;1;Mujer;Sin Información;Cabecera Municipal
Blanco;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Sin información;Continua Desaparecido;Soltero (a);Ninguno;(15 a 17);Ciudad Bolivar;a) Menores de Edad (<18 años);Noviembre;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Blanco;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Sin información;Continua Desaparecido;Soltero (a);Ninguno;(15 a 17);La Candelaria;a) Menores de Edad (<18 años);Octubre;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;27,001;Desaparición presuntamente forzada;Chocó;Jueves;Fiscalía - Cuerpo Técnico Investigación;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Ninguno;(15 a 17);NA;a) Menores de Edad (<18 años);Agosto;Quibdó;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;15,001;Sin información;Boyacá;Jueves;Fiscalía - Cuerpo Técnico Investigación;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(15 a 17);NA;a) Menores de Edad (<18 años);Agosto;Tunja;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(10 a 14);Ciudad Bolivar;a) Menores de Edad (<18 años);Agosto;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;25,29;Sin información;Cundinamarca;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Otro;(10 a 14);NA;a) Menores de Edad (<18 años);Agosto;Fusagasugá;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(15 a 17);NA;a) Menores de Edad (<18 años);Agosto;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(15 a 17);Usme;a) Menores de Edad (<18 años);Agosto;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;17,38;Sin información;Caldas;Jueves;Fiscalía - Cuerpo Técnico Investigación;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(15 a 17);NA;a) Menores de Edad (<18 años);Julio;La Dorada;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(10 a 14);Bosa;a) Menores de Edad (<18 años);Julio;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(10 a 14);Los Martires;a) Menores de Edad (<18 años);Julio;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(10 a 14);Suba;a) Menores de Edad (<18 años);Julio;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(10 a 14);Usaquen;a) Menores de Edad (<18 años);Julio;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Consumidores de sustancias psicoactivas (drogas, alcohol, etc.);(15 a 17);Kennedy;a) Menores de Edad (<18 años);Julio;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(10 a 14);Usme;a) Menores de Edad (<18 años);Junio;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Consumidores de sustancias psicoactivas (drogas, alcohol, etc.);(15 a 17);Usme;a) Menores de Edad (<18 años);Junio;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(10 a 14);Tunjuelito;a) Menores de Edad (<18 años);Marzo;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;47,001;Sin información;Magdalena;Jueves;Fiscalía - Cuerpo Técnico Investigación;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(15 a 17);NA;a) Menores de Edad (<18 años);Mayo;Santa Marta;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Consumidores de sustancias psicoactivas (drogas, alcohol, etc.);(10 a 14);Usme;a) Menores de Edad (<18 años);Mayo;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(10 a 14);Puente Aranda;a) Menores de Edad (<18 años);Mayo;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;47,001;Sin información;Magdalena;Jueves;Fiscalía - Cuerpo Técnico Investigación;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(10 a 14);NA;a) Menores de Edad (<18 años);Noviembre;Santa Marta;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Consumidores de sustancias psicoactivas (drogas, alcohol, etc.);(10 a 14);Los Martires;a) Menores de Edad (<18 años);Noviembre;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(10 a 14);Bosa;a) Menores de Edad (<18 años);Noviembre;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(10 a 14);Engativa;a) Menores de Edad (<18 años);Noviembre;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
